Tonsil 1.zarr	S-BIAD800/a0e1b9c0-5c07-4600-b114-7b4697900e39/a0e1b9c0-5c07-4600-b114-7b4697900e39.zarr	1,27,1,2700,2702	1,1,1,1024,1024
Tonsil 2.zarr	S-BIAD800/e24d29ea-0e39-4368-a2e4-5e6320c91573/e24d29ea-0e39-4368-a2e4-5e6320c91573.zarr	1,27,1,2701,2701	1,1,1,1024,1024
Tonsil 3.zarr	S-BIAD800/f49ada41-43bf-47ff-99b9-bdf8cc311ce3/f49ada41-43bf-47ff-99b9-bdf8cc311ce3.zarr 	1,27,1,2500,2500	1,1,1,1024,1024
